Dystans (m),Wysokość (m)
1101.7259805344977,11.05053043365479
1105.7764436982275,11.03940868377686
1109.8269068619572,11.01572895050049
1113.877370025687,11.00295352935791
1117.9278331894168,10.92208576202393
1121.9782963531466,10.85308170318604
1126.0287595168763,10.82056427001953
1130.079222680606,10.88156127929688
1134.1296858443359,10.95044040679932
1138.1801490080657,10.94126224517822
1142.2306121717954,10.88026523590088
1146.2810753355252,10.86301612854004
1150.331538499255,10.85096549987793
1154.3820016629847,10.80181503295898
1158.4324648267145,10.71484470367432
1162.4829279904443,10.63748455047607
1166.533391154174,10.60680294036865
1170.5838543179038,10.62860584259033
1174.6343174816336,10.68416786193848
1178.6847806453634,10.76716899871826
1182.7352438090932,10.78309726715088
1186.785706972823,10.80050659179688
1190.8361701365527,10.83778858184814
1194.8866333002825,10.87449550628662
1198.9370964640123,10.88559246063232
1202.987559627742,10.92571640014648
1207.0380227914718,10.96520233154297
1211.0884859552013,10.96059036254883
1215.1389491189311,10.91668033599854
1219.189412282661,10.68643379211426
1223.2398754463907,10.57897090911865
1227.2903386101204,10.54408931732178
1231.3408017738502,10.49455833435059
1235.39126493758,10.41854476928711
1239.4417281013098,10.38500213623047
1243.4921912650395,10.4015417098999
1247.5426544287693,10.3646993637085
1251.593117592499,10.30359363555908
1255.6435807562289,10.25814056396484
1259.6940439199586,10.26791763305664
1263.7445070836884,10.42220878601074
1267.7949702474182,10.43368625640869
1271.845433411148,10.39589500427246
1275.8958965748777,10.36546611785889
1279.9463597386075,10.34311389923096
1283.9968229023373,10.28714179992676
1288.047286066067,10.27629470825195
1292.0977492297968,10.33950901031494
1296.1482123935266,10.48384571075439
1300.1986755572564,10.53642559051514
1304.2491387209861,10.51989078521729
1308.299601884716,10.5472469329834
1312.3500650484457,10.65299606323242
1316.4005282121755,10.83935260772705
1320.4509913759052,11.00919532775879
1324.501454539635,11.07208251953125
1328.5519177033648,11.1282787322998
1332.6023808670946,11.17557048797607
1336.6528440308243,11.24665832519531
1340.703307194554,11.25920391082764
1344.7537703582839,11.19029903411865
1348.8042335220136,11.06147289276123
1352.8546966857434,10.8660888671875
1356.9051598494732,10.62860202789307
1360.955623013203,10.43115711212158
1365.0060861769327,10.25610542297363
1369.0565493406625,10.09310531616211
1373.1070125043923,10.10152149200439
1377.157475668122,10.21174430847168
1381.2079388318518,10.40190887451172
1385.2584019955816,10.59740161895752
1389.3088651593114,10.76406002044678
1393.3593283230412,10.77290725708008
1397.409791486771,10.63982677459717
1401.4602546505007,10.42868328094482
1405.5107178142305,10.4823751449585
1409.5611809779602,10.26071357727051
1413.61164414169,10.60772228240967
1417.6621073054198,10.96478271484375
1421.7125704691496,11.24283885955811
1425.7630336328793,11.23204326629639
1429.8134967966091,11.24872398376465
1433.863959960339,11.29212284088135
1437.9144231240687,11.36179828643799
1441.9648862877984,11.4943208694458
1446.0153494515282,11.78177642822266
1450.065812615258,12.00593376159668
1454.1162757789878,12.13149166107178
1458.1667389427175,12.14679050445557
1462.2172021064473,12.1928825378418
1466.267665270177,12.2504415512085
1470.3181284339068,12.2767858505249
1474.3685915976366,12.33015441894531
1478.4190547613664,12.45516395568848
1482.4695179250962,12.57975673675537
1486.519981088826,12.67991828918457
1490.5704442525557,12.70395946502686
1494.6209074162855,12.69616794586182
1498.6713705800153,12.72896862030029
1502.721833743745,12.80019569396973
1506.7722969074748,12.8783597946167
1510.8227600712046,13.01922225952148
1514.8732232349344,13.20114707946777
1518.9236863986641,13.36167526245117
1522.974149562394,13.49435901641846
1527.0246127261237,13.62503814697266
1531.0750758898535,13.80667686462402
1535.1255390535832,13.95776557922363
1539.176002217313,14.06368541717529
1543.2264653810428,14.17200374603271
1547.2769285447725,14.26826095581055
1551.3273917085023,14.37379932403564
1555.377854872232,14.51947689056396
1559.4283180359616,14.725341796875
1563.4787811996914,14.86100482940674
1567.5292443634212,14.91401195526123
1571.579707527151,15.01825618743896
1575.6301706908807,15.12595748901367
1579.6806338546105,15.20123672485352
1583.7310970183403,15.26530742645264
1587.78156018207,15.3282413482666
1591.8320233457998,15.41942119598389
1595.8824865095296,15.53843593597412
1599.9329496732594,15.7985725402832
1603.9834128369891,16.08504486083984
1608.033876000719,16.20719718933105
1612.0843391644487,16.33527183532715
1616.1348023281785,16.45266151428223
1620.1852654919082,16.58989906311035
1624.235728655638,16.79344749450684
1628.2861918193678,17.06870079040527
1632.3366549830976,17.3670711517334
1636.3871181468273,17.57155609130859
1640.437581310557,17.74687385559082
1644.4880444742869,17.92545890808105
1648.5385076380167,18.13200950622559
1652.5889708017464,18.35929870605469
1656.6394339654762,18.59866905212402
1660.689897129206,18.84120941162109
1664.7403602929357,19.0933895111084
1668.7908234566655,19.35244178771973
1672.8412866203953,19.61230087280273
1676.891749784125,19.87236976623535
1680.9422129478548,20.11367225646973
1684.9926761115846,20.33667755126953
1689.0431392753144,20.53483772277832
1693.0936024390442,20.7147274017334
1697.144065602774,20.79965782165527
1701.1945287665037,20.89711761474609
1705.2449919302335,20.99386787414551
1709.2954550939633,21.5287036895752
1713.345918257693,22.03707885742188
1717.3963814214228,22.50297355651855
1721.4468445851526,22.96558570861816
1725.4973077488823,23.73433685302734
1729.5477709126121,24.24484825134277
1733.598234076342,24.50965690612793
1737.6486972400717,24.63761138916016
1741.6991604038014,24.8286247253418
1745.7496235675312,25.1581916809082
1749.800086731261,25.5029354095459
1753.8505498949908,25.8951416015625
1757.9010130587205,26.54191589355469
1761.9514762224503,27.32679176330566
1766.00193938618,27.84475708007812
1770.0524025499099,28.17684555053711
1774.1028657136396,28.31747817993164
1778.1533288773694,28.45201683044434
1782.2037920410992,28.44401741027832
1786.254255204829,28.47513198852539
1790.3047183685587,28.63057708740234
1794.3551815322885,29.15728569030762
1798.4056446960183,29.65111351013184
1802.456107859748,30.04469871520996
1806.5065710234778,30.3139705657959
1810.5570341872076,30.84670639038086
1814.6074973509374,31.38893508911133
1818.6579605146671,31.8749828338623
1822.708423678397,32.12916946411133
1826.7588868421267,32.33985137939453
1830.8093500058565,32.89852523803711
1834.8598131695862,33.47267913818359
1838.910276333316,34.09619522094727
1842.9607394970458,34.3541145324707
1847.0112026607756,34.32201766967773
1851.0616658245053,34.25825500488281
1855.112128988235,34.38308715820312
1859.1625921519649,34.80269241333008
1863.2130553156946,35.15191650390625
1867.2635184794244,35.42110443115234
1871.3139816431542,35.56770324707031
1875.364444806884,35.92588043212891
1879.4149079706137,36.19768524169922
1883.4653711343435,36.61773681640625
1887.5158342980733,36.95371246337891
1891.566297461803,37.32877731323242
1895.6167606255328,37.60784149169922
1899.6672237892626,37.74640274047852
1903.7176869529922,37.94697189331055
1907.768150116722,38.35136413574219
1911.8186132804517,39.08240509033203
1915.8690764441815,39.6410026550293
1919.9195396079112,40.06427383422852
1923.970002771641,40.41623306274414
1928.0204659353708,40.69956207275391
1932.0709290991006,40.87517166137695
1936.1213922628303,41.00742721557617
1940.1718554265601,41.10310363769531
1944.22231859029,41.12834930419922
1948.2727817540197,41.03373336791992
1952.3232449177494,40.92679595947266
1956.3737080814792,41.06530380249023
1960.424171245209,41.71073913574219
1964.4746344089388,42.28563690185547
1968.5250975726685,42.47637176513672
1972.5755607363983,42.61354064941406
1976.626023900128,42.87300109863281
1980.6764870638578,43.07724380493164
1984.7269502275876,43.17183303833008
1988.7774133913174,43.17725372314453
1992.8278765550472,43.20380020141602
1996.878339718777,43.35939788818359
2000.9288028825067,43.41560745239258
2004.9792660462365,43.533447265625
2009.0297292099663,43.7035026550293
2013.080192373696,43.9526252746582
2017.1306555374258,44.13177490234375
2021.1811187011556,44.23713684082031
2025.2315818648854,44.27864074707031
2029.2820450286151,44.33220672607422
2033.332508192345,44.3187370300293
2037.3829713560747,44.25503158569336
2041.4334345198045,44.18922424316406
2045.4838976835342,44.16237258911133
2049.534360847264,44.1807746887207
2053.584824010994,44.25172424316406
2057.6352871747235,44.39999008178711
2061.6857503384535,44.58003616333008
2065.736213502183,44.73627090454102
2069.786676665913,44.71430969238281
